Accession.ID	Virus.name	Passage.details.history	Collection.date	Pango.lineage	Continent	Country	Province	Region	Region.2
EPI_ISL_11754869	hCoV-19/Thailand/NIC_KSN_11086/2022	Original	2022-03-01	BA.2.10	Asia	Thailand	Kalasin	non-BMR	Thailand
EPI_ISL_11754870	hCoV-19/Thailand/NIC_KKN_11089/2022	Original	2022-03-01	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11754871	hCoV-19/Thailand/NIC_KKN_11090/2022	Original	2022-03-01	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11754872	hCoV-19/Thailand/NIC_RET_11094/2022	Original	2022-02-23	BA.2.10	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_11754873	hCoV-19/Thailand/NIC_CMI_10852/2022	Original	2022-02	BA.1.1	Asia	Thailand	Chiang Mai	non-BMR	Thailand
EPI_ISL_11754877	hCoV-19/Thailand/NIC_CMI_10857/2022	Original	2022-02	BA.2.9.5	Asia	Thailand	Chiang Mai	non-BMR	Thailand
EPI_ISL_11754878	hCoV-19/Thailand/NIC_CNT_11025/2022	Original	2022-03-01	BA.2	Asia	Thailand	Chai Nat	non-BMR	Thailand
EPI_ISL_11754879	hCoV-19/Thailand/NIC_NSN_11057/2022	Original	2022-03-02	BA.2	Asia	Thailand	Nakhon Sawan	non-BMR	Thailand
EPI_ISL_11754880	hCoV-19/Thailand/NIC_NSN_11061/2022	Original	2022-03-01	BA.2	Asia	Thailand	Nakhon Sawan	non-BMR	Thailand
EPI_ISL_11754881	hCoV-19/Thailand/NIC_MKM_11087/2022	Original	2022-03-01	BA.2	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_11754882	hCoV-19/Thailand/NIC_RET_11088/2022	Original	2022-03-01	BA.2	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_11754883	hCoV-19/Thailand/NIC_KKN_11091/2022	Original	2022-03-01	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11754884	hCoV-19/Thailand/NIC_KKN_11092/2022	Original	2022-03-01	BA.2	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11754886	hCoV-19/Thailand/NIC_RET_11095/2022	Original	2022-02	BA.2	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_11754887	hCoV-19/Thailand/NIC_RET_11096/2022	Original	2022-02	BA.2.10	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_11754888	hCoV-19/Thailand/NIC_KKN_11098/2022	Original	2022-03-02	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11754889	hCoV-19/Thailand/NIC_KKN_11099/2022	Original	2022-03-02	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11754890	hCoV-19/Thailand/NIC_KKN_11100/2022	Original	2022-03-02	BA.1.17	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11754891	hCoV-19/Thailand/NIC_BKK_10687/2022	Original	2022-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754892	hCoV-19/Thailand/NIC_BKK_10688/2022	Original	2022-02	BA.2.3	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754893	hCoV-19/Thailand/NIC_BKK_10689/2022	Original	2022-02	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754895	hCoV-19/Thailand/NIC_BKK_10719/2022	Original	2022-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754896	hCoV-19/Thailand/NIC_BKK_10747/2022	Original	2022-02	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754897	hCoV-19/Thailand/NIC_BKK_10471/2022	Original	2022-02	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754910	hCoV-19/Thailand/NIC_BKK_11260/2022	Original	2022-03-05	BA.2.3	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754911	hCoV-19/Thailand/NIC_BKK_11173/2022	Original	2022-03-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754913	hCoV-19/Thailand/NIC_BKK_11243/2022	Original	2022-03-05	BA.1.15	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754914	hCoV-19/Thailand/NIC_BKK_11457/2022	Original	2022-03	BA.2.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754915	hCoV-19/Thailand/NIC_BKK_11458/2022	Original	2022-03-05	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754916	hCoV-19/Thailand/NIC_BKK_11489/2022	Original	2022-03-07	BA.2.9	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754917	hCoV-19/Thailand/NIC_BKK_11490/2022	Original	2022-03-07	BA.2.10.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754918	hCoV-19/Thailand/NIC_BKK_11555/2022	Original	2022-03	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754919	hCoV-19/Thailand/NIC_BKK_11556/2022	Original	2022-03	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754920	hCoV-19/Thailand/NIC_BKK_11568/2022	Original	2022-03	BA.2.3	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754921	hCoV-19/Thailand/NIC_BKK_11569/2022	Original	2022-03	BA.2.17	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754922	hCoV-19/Thailand/NIC_BKK_11578/2022	Original	2022-03-06	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754923	hCoV-19/Thailand/NIC_BKK_11591/2022	Original	2022-03	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754924	hCoV-19/Thailand/NIC_BKK_11592/2022	Original	2022-03-05	BA.2.10	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754925	hCoV-19/Thailand/NIC_BKK_11597/2022	Original	2022-03	BA.2.9	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754927	hCoV-19/Thailand/NIC_BKK_11664/2022	Original	2022-03	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754928	hCoV-19/Thailand/NIC_BKK_11736/2022	Original	2022-03-07	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754929	hCoV-19/Thailand/NIC_BKK_11806/2022	Original	2022-03	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754930	hCoV-19/Thailand/NIC_BKK_11807/2022	Original	2022-03-07	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754932	hCoV-19/Thailand/NIC_BKK_11908/2022	Original	2022-03	BA.2.3	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754934	hCoV-19/Thailand/NIC_BKK_12100/2022	Original	2022-03-09	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754935	hCoV-19/Thailand/NIC_BKK_12102/2022	Original	2022-03	BA.2.3.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754937	hCoV-19/Thailand/NIC_BKK_12131/2022	Original	2022-03	BA.2.10.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754938	hCoV-19/Thailand/NIC_BKK_12179/2022	Original	2022-03	BA.2.3	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754939	hCoV-19/Thailand/NIC_BKK_12182/2022	Original	2022-03-11	BA.2.9	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754940	hCoV-19/Thailand/NIC_BKK_12255/2022	Original	2022-03-12	BA.2.3	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754941	hCoV-19/Thailand/NIC_BKK_12266/2022	Original	2022-03	BA.2.9	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754942	hCoV-19/Thailand/NIC_BKK_11248/2022	Original	2022-03-05	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754943	hCoV-19/Thailand/NIC_BKK_11250/2022	Original	2022-03-05	BA.2.3	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754944	hCoV-19/Thailand/NIC_BKK_11251/2022	Original	2022-03-05	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754945	hCoV-19/Thailand/NIC_BKK_11254/2022	Original	2022-03-05	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754946	hCoV-19/Thailand/NIC_BKK_11255/2022	Original	2022-03-05	BA.2.10	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754947	hCoV-19/Thailand/NIC_BKK_11429/2022	Original	2022-02-28	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754948	hCoV-19/Thailand/NIC_BKK_11430/2022	Original	2022-02-28	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754949	hCoV-19/Thailand/NIC_BKK_11431/2022	Original	2022-02-28	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754950	hCoV-19/Thailand/NIC_BKK_11432/2022	Original	2022-02-28	BA.2.10	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754951	hCoV-19/Thailand/NIC_BKK_11433/2022	Original	2022-02-28	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754952	hCoV-19/Thailand/NIC_BKK_11435/2022	Original	2022-02-28	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754953	hCoV-19/Thailand/NIC_BKK_11436/2022	Original	2022-02-28	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754954	hCoV-19/Thailand/NIC_BKK_11437/2022	Original	2022-02-28	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754956	hCoV-19/Thailand/NIC_BKK_11439/2022	Original	2022-03-01	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754958	hCoV-19/Thailand/NIC_BKK_11234/2022	Original	2022-03-03	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754960	hCoV-19/Thailand/NIC_BKK_11262/2022	Original	2022-03-04	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754961	hCoV-19/Thailand/NIC_BKK_11657/2022	Original	2022-03-09	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754962	hCoV-19/Thailand/NIC_BKK_12340/2022	Original	2022-03-10	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754963	hCoV-19/Thailand/NIC_BKK_11602/2022	Original	2022-03-06	BA.2.3	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754964	hCoV-19/Thailand/NIC_BKK_11603/2022	Original	2022-03-06	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754965	hCoV-19/Thailand/NIC_BKK_12009/2022	Original	2022-03-08	BA.2.10	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754966	hCoV-19/Thailand/NIC_BKK_12010/2022	Original	2022-03-08	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754967	hCoV-19/Thailand/NIC_BKK_12185/2022	Original	2022-03-08	BA.2.10	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754969	hCoV-19/Thailand/NIC_BKK_12187/2022	Original	2022-03-08	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754970	hCoV-19/Thailand/NIC_BKK_11420/2022	Original	2022-03-04	BA.2.9.5	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754971	hCoV-19/Thailand/NIC_BKK_11421/2022	Original	2022-03-04	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754972	hCoV-19/Thailand/NIC_BKK_11422/2022	Original	2022-03-04	BA.2.9	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754973	hCoV-19/Thailand/NIC_BKK_11423/2022	Original	2022-03-04	BA.1.1.18	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754974	hCoV-19/Thailand/NIC_BKK_11424/2022	Original	2022-03-04	BA.2.10.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754975	hCoV-19/Thailand/NIC_BKK_11425/2022	Original	2022-03-04	BA.2.9	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754976	hCoV-19/Thailand/NIC_BKK_11427/2022	Original	2022-03-04	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754977	hCoV-19/Thailand/NIC_BKK_11598/2022	Original	2022-03	BA.2.9.5	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11754978	hCoV-19/Thailand/NIC_NBI_10756/2022	Original	2022-03	BA.2.9	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754979	hCoV-19/Thailand/NIC_NBI_10757/2022	Original	2022-03	BA.2	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754980	hCoV-19/Thailand/NIC_PTE_10758/2022	Original	2022-03	BA.1.1	Asia	Thailand	Pathum Thani	BMR	Thailand
EPI_ISL_11754981	hCoV-19/Thailand/NIC_PTE_10759/2022	Original	2022-03	BA.2.10.1	Asia	Thailand	Pathum Thani	BMR	Thailand
EPI_ISL_11754982	hCoV-19/Thailand/NIC_NBI_10760/2022	Original	2022-03	BA.2.9.5	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754983	hCoV-19/Thailand/NIC_NBI_10761/2022	Original	2022-03	BA.2	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754984	hCoV-19/Thailand/NIC_NBI_10762/2022	Original	2022-03	BA.1.17	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754985	hCoV-19/Thailand/NIC_NBI_10763/2022	Original	2022-03	BA.2.3	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754986	hCoV-19/Thailand/NIC_NBI_10764/2022	Original	2022-03	BA.2	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754987	hCoV-19/Thailand/NIC_NBI_10765/2022	Original	2022-03	BA.2	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754988	hCoV-19/Thailand/NIC_NBI_10884/2022	Original	2022-03	BA.2.10	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754989	hCoV-19/Thailand/NIC_PTE_10885/2022	Original	2022-03	BA.2.27	Asia	Thailand	Pathum Thani	BMR	Thailand
EPI_ISL_11754990	hCoV-19/Thailand/NIC_PTE_10886/2022	Original	2022-03	BA.2.27	Asia	Thailand	Pathum Thani	BMR	Thailand
EPI_ISL_11754991	hCoV-19/Thailand/NIC_PTE_10887/2022	Original	2022-03	BA.2.10	Asia	Thailand	Pathum Thani	BMR	Thailand
EPI_ISL_11754992	hCoV-19/Thailand/NIC_PTE_10888/2022	Original	2022-03	BA.2.10.1	Asia	Thailand	Pathum Thani	BMR	Thailand
EPI_ISL_11754993	hCoV-19/Thailand/NIC_PTE_10889/2022	Original	2022-03	BA.2	Asia	Thailand	Pathum Thani	BMR	Thailand
EPI_ISL_11754994	hCoV-19/Thailand/NIC_NBI_10890/2022	Original	2022-03	BA.2.27	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754995	hCoV-19/Thailand/NIC_NBI_10891/2022	Original	2022-03	BA.2.3	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754996	hCoV-19/Thailand/NIC_NBI_10892/2022	Original	2022-03	BA.2	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11754997	hCoV-19/Thailand/NIC_NBI_10893/2022	Original	2022-03	BA.1.17	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11755018	hCoV-19/Thailand/NIC_BKK_10530/2022	Original	2022-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755019	hCoV-19/Thailand/NIC_BKK_10531/2022	Original	2022-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755020	hCoV-19/Thailand/NIC_BKK_10532/2022	Original	2022-02	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755021	hCoV-19/Thailand/NIC_BKK_10533/2022	Original	2022-02	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755022	hCoV-19/Thailand/NIC_BKK_10534/2022	Original	2022-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755023	hCoV-19/Thailand/NIC_BKK_10535/2022	Original	2022-02	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755024	hCoV-19/Thailand/NIC_SPK_10538/2022	Original	2022-02-25	BA.1.1	Asia	Thailand	Samut Prakan	BMR	Thailand
EPI_ISL_11755025	hCoV-19/Thailand/NIC_BKK_10539/2022	Original	2022-03-01	BA.1.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755030	hCoV-19/Thailand/NIC_KKN_10602/2022	Original	2022-02-25	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11755031	hCoV-19/Thailand/NIC_KKN_10603/2022	Original	2022-02-25	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11755036	hCoV-19/Thailand/NIC_KKN_10610/2022	Original	2022-02-26	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11755037	hCoV-19/Thailand/NIC_RET_10612/2022	Original	2022-02-27	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_11755038	hCoV-19/Thailand/NIC_RET_10614/2022	Original	2022-02-27	BA.2	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_11755041	hCoV-19/Thailand/NIC_RET_10617/2022	Original	2022-02-27	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_11755042	hCoV-19/Thailand/NIC_RET_10618/2022	Original	2022-02-27	BA.2	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_11755043	hCoV-19/Thailand/NIC_RET_10619/2022	Original	2022-02-27	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_11755044	hCoV-19/Thailand/NIC_RET_10620/2022	Original	2022-02-27	BA.2	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_11755045	hCoV-19/Thailand/NIC_BKK_10622/2022	Original	2022-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755046	hCoV-19/Thailand/NIC_BKK_10625/2022	Original	2022-02	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755049	hCoV-19/Thailand/NIC_BKK_10670/2022	Original	2022-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755050	hCoV-19/Thailand/NIC_BKK_10671/2022	Original	2022-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755051	hCoV-19/Thailand/NIC_BKK_10673/2022	Original	2022-02	BA.2.9.5	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755052	hCoV-19/Thailand/NIC_BKK_10674/2022	Original	2022-02	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755053	hCoV-19/Thailand/NIC_BKK_10692/2022	Original	2022-02	BA.2.10	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755054	hCoV-19/Thailand/NIC_BKK_10693/2022	Original	2022-02	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755055	hCoV-19/Thailand/NIC_BKK_10720/2022	Original	2022-03-01	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755057	hCoV-19/Thailand/NIC_CRI_10723/2022	Original	2022-02-26	BA.1.1	Asia	Thailand	Chiang Rai	non-BMR	Thailand
EPI_ISL_11755058	hCoV-19/Thailand/NIC_BKK_10733/2022	Original	2022-02	BA.1.17.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755059	hCoV-19/Thailand/NIC_BKK_10734/2022	Original	2022-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755060	hCoV-19/Thailand/NIC_BKK_10755/2022	Original	2022-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755061	hCoV-19/Thailand/NIC_BKK_10766/2022	Original	2022-03-01	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755062	hCoV-19/Thailand/NIC_SBR_10878/2022	Original	2022-02	BA.2	Asia	Thailand	Sing Buri	non-BMR	Thailand
EPI_ISL_11755063	hCoV-19/Thailand/NIC_NSN_9200/2022	Original	2022-02-13	BA.1.1	Asia	Thailand	Nakhon Sawan	non-BMR	Thailand
EPI_ISL_11755064	hCoV-19/Thailand/NIC_BKK_10391/2022	Original	2022-02-09	BA.1.17	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755065	hCoV-19/Thailand/NIC_BKK_10637/2022	Original	2022-02-27	BA.2.9.5	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755105	hCoV-19/Thailand/NIC_BKK_10253/2022	Original	2022-02	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755213	hCoV-19/USA/MA-CDC-STM-RBSXZQW6U/2022	Original	2022-03-15	BA.2	North America	USA	NA	North America	Non-Thailand
EPI_ISL_11755222	hCoV-19/Thailand/NIC_TAK_11910/2022	Original	2022-03	BA.2	Asia	Thailand	Tak	non-BMR	Thailand
EPI_ISL_11755224	hCoV-19/Thailand/NIC_TAK_11918/2022	Original	2022-03	BA.2	Asia	Thailand	Tak	non-BMR	Thailand
EPI_ISL_11755225	hCoV-19/Thailand/NIC_TAK_11919/2022	Original	2022-03	BA.2.3	Asia	Thailand	Tak	non-BMR	Thailand
EPI_ISL_11755226	hCoV-19/Thailand/NIC_PTE_12043/2022	Original	2022-03	B.1.1.529	Asia	Thailand	Pathum Thani	BMR	Thailand
EPI_ISL_11755227	hCoV-19/Thailand/NIC_RET_12065/2022	Original	2022-03	BA.2.10	Asia	Thailand	Roi Et	non-BMR	Thailand
EPI_ISL_11755228	hCoV-19/Thailand/NIC_BKK_11694/2022	Original	2022-03	BA.2	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11755355	hCoV-19/Thailand/NIC_SNI_SEQ12496/2022	Original	2022-03	B.1.1.529	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_11755356	hCoV-19/Thailand/NIC_SNI_SEQ12493/2022	Original	2022-03	BA.2	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_11755357	hCoV-19/Thailand/NIC_SPK_SEQ12115/2022	Original	2022-03-08	BA.2	Asia	Thailand	Samut Prakan	BMR	Thailand
EPI_ISL_11755358	hCoV-19/Thailand/NIC_SSK_SEQ12263/2022	Original	2022-03-03	BA.1.1	Asia	Thailand	Si Sa Ket	non-BMR	Thailand
EPI_ISL_11755359	hCoV-19/Thailand/NIC_SKM_SEQ12525/2022	Original	2022-03-10	BA.2	Asia	Thailand	Samut Songkhram	non-BMR	Thailand
EPI_ISL_11755360	hCoV-19/Thailand/NIC_NSN_SEQ12122/2022	Original	2022-03-09	BA.2.10	Asia	Thailand	Nakhon Sawan	non-BMR	Thailand
EPI_ISL_11755361	hCoV-19/Thailand/NIC_KSN_SEQ12350/2022	Original	2022-03	BA.2	Asia	Thailand	Kalasin	non-BMR	Thailand
EPI_ISL_11755362	hCoV-19/Thailand/NIC_SSK_SEQ12256/2022	Original	2022-03-02	BA.2	Asia	Thailand	Si Sa Ket	non-BMR	Thailand
EPI_ISL_11755363	hCoV-19/Thailand/NIC_SKM_SEQ12523/2022	Original	2022-03-10	BA.2.3	Asia	Thailand	Samut Songkhram	non-BMR	Thailand
EPI_ISL_11755364	hCoV-19/Thailand/NIC_SSK_SEQ12264/2022	Original	2022-03-06	BA.2.9.5	Asia	Thailand	Si Sa Ket	non-BMR	Thailand
EPI_ISL_11755365	hCoV-19/Thailand/NIC_SNI_SEQ12494/2022	Original	2022-03	BA.2	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_11755366	hCoV-19/Thailand/NIC_CNT_SEQ12116/2022	Original	2022-03-03	BA.2.24	Asia	Thailand	Chai Nat	non-BMR	Thailand
EPI_ISL_11755367	hCoV-19/Thailand/NIC_SKM_SEQ12521/2022	Original	2022-03-09	BA.2.3.11	Asia	Thailand	Samut Songkhram	non-BMR	Thailand
EPI_ISL_11755368	hCoV-19/Thailand/NIC_SKM_SEQ12520/2022	Original	2022-03-09	BA.2	Asia	Thailand	Samut Songkhram	non-BMR	Thailand
EPI_ISL_11755369	hCoV-19/Thailand/NIC_SNI_SEQ12488/2022	Original	2022-02-27	BA.2	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_11755372	hCoV-19/Thailand/NIC_NBI_SEQ12540/2022	Original	2022-03	BA.2.3	Asia	Thailand	Nonthaburi	BMR	Thailand
EPI_ISL_11755373	hCoV-19/Thailand/NIC_SKN_SEQ12519/2022	Original	2022-03-09	BA.1.17	Asia	Thailand	Samut Sakhon	BMR	Thailand
EPI_ISL_11755374	hCoV-19/Thailand/NIC_SSK_SEQ12257/2022	Original	2022-03-06	B.1.1	Asia	Thailand	Si Sa Ket	non-BMR	Thailand
EPI_ISL_11755375	hCoV-19/Thailand/NIC_KKN_SEQ12367/2022	Original	2022-02-25	BA.2.10.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11755376	hCoV-19/Thailand/NIC_MKM_SEQ12352/2022	Original	2022-03	BA.2.9.5	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_11755377	hCoV-19/Thailand/NIC_SNI_SEQ12491/2022	Original	2022-02-26	BA.2	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_11755378	hCoV-19/Thailand/NIC_SSK_SEQ12265/2022	Original	2022-03-06	BA.2	Asia	Thailand	Si Sa Ket	non-BMR	Thailand
EPI_ISL_11755379	hCoV-19/Thailand/NIC_MKM_SEQ12351/2022	Original	2022-03	BA.2	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_11756655	hCoV-19/USA/PA-CDC-STM-DE53AQMC6/2022	Original	2022-03-20	BA.2	North America	USA	NA	North America	Non-Thailand
EPI_ISL_11757313	hCoV-19/USA/FL-CDC-STM-EM6PACYTD/2022	Original	2022-03-21	BA.2	North America	USA	NA	North America	Non-Thailand
EPI_ISL_11765566	hCoV-19/Thailand/NIC_BKK_10540/2022	Original	2022-02-18	BA.1.1	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_11765568	hCoV-19/Thailand/NIC_KKN_10601/2022	Original	2022-02-25	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11765570	hCoV-19/Thailand/NIC_KKN_10609/2022	Original	2022-02-26	BA.1.1	Asia	Thailand	Khon Kaen	non-BMR	Thailand
EPI_ISL_11765571	hCoV-19/Thailand/NIC_RET_10613/2022	Original	2022-02-27	BA.1.1	Asia	Thailand	Roi Et	non-BMR	Thailand
